,tno,updatetime,tilt_01,tilt_02,tilt_03,tilt_04,tilt_05,tilt_06,tilt_07,batt,temp
1095,2190,2023-04-02 14:02:00,3.829594269,25.60664938,6.33818817,-3.946537621,85.1883506,-142.3540533,-23.74043131,12.14,30.0
1096,2192,2023-04-02 14:04:00,3.829594269,25.2797436,6.560790381,-5.882564083,85.1883506,-140.35588,-23.74043131,12.14,30.0
1097,2194,2023-04-02 14:06:00,2.396482154,25.92225046,4.431694923,-8.41292362,81.23257745,-140.35588,-27.04023909,12.14,30.0
1098,2196,2023-04-02 14:08:00,2.45807715,25.92225046,4.431694923,-5.882564083,83.36929283,-140.35588,-31.03186949,12.14,30.0
1099,2198,2023-04-02 14:10:00,1.066958421,27.22319623,4.593766374,-6.090540034,85.345967,-140.35588,-23.74043131,12.14,30.0
1100,2201,2023-04-02 14:14:00,1.066958421,25.92225046,4.593766374,-5.688277629,87.12883077,-140.35588,-11.21542331,12.14,30.0
1101,2203,2023-04-02 14:16:00,1.066958421,26.25506147,6.560790381,-5.882564083,85.345967,-139.820182,-27.04023909,12.14,30.0
1102,2205,2023-04-02 14:18:00,1.066958421,24.7163067,4.431694923,-6.327334348,85.345967,-139.820182,-38.33778726,12.14,30.0
1103,2207,2023-04-02 14:20:00,1.066958421,25.92225046,6.560790381,-8.099938472,85.1883506,-139.820182,-19.73832542,12.14,30.0
1104,2208,2023-04-02 14:22:00,2.45807715,25.60664938,4.431694923,-8.099938472,85.1883506,-137.7898442,-13.15489716,12.14,30.0
1105,2210,2023-04-02 14:24:00,2.45807715,26.25506147,6.560790381,-5.882564083,81.23257745,-142.3540533,-19.73832542,12.14,30.0
1106,2212,2023-04-02 14:26:00,2.396482154,25.29713318,4.431694923,-8.41292362,83.36929283,-137.5888674,-23.74043131,12.14,30.0
1107,2214,2023-04-02 14:28:00,-0.333525033,25.92225046,4.593766374,-10.20580206,81.51679545,-139.820182,-31.03186949,12.14,30.0
1108,2216,2023-04-02 14:30:00,1.093529101,25.92271035,4.280649186,-5.882564083,83.36929283,-142.3540533,-38.33778726,12.14,30.0
1109,2218,2023-04-02 14:32:00,1.066958421,24.97808521,2.497840719,-3.811212243,83.36929283,-142.3540533,-19.73832542,12.14,30.0
1110,2220,2023-04-02 14:34:00,-0.333525033,26.93381169,2.598764996,-8.099938472,85.49360539,-139.820182,-19.73832542,12.14,30.0
1111,2222,2023-04-02 14:36:00,1.093529101,26.25506147,4.593766374,-8.099938472,85.1883506,-142.3540533,-23.74043131,12.14,30.0
1112,2224,2023-04-02 14:38:00,3.927838223,25.60664938,4.593766374,-8.099938472,85.1883506,-139.820182,-38.33778726,12.14,30.0
1113,2226,2023-04-02 14:40:00,3.829594269,25.60664938,6.799521543,-7.824870094,83.36929283,-142.3540533,-27.04023909,12.14,30.0
1114,2228,2023-04-02 14:42:00,2.45807715,27.26121084,4.593766374,-8.099938472,83.36929283,-139.820182,-31.03186949,12.14,30.25
1115,2230,2023-04-02 14:44:00,1.066958421,25.92225046,4.431694923,-8.099938472,83.14580268,-139.820182,-27.04023909,12.14,30.0
1116,2232,2023-04-02 14:46:00,1.066958421,26.93381169,4.431694923,-8.099938472,85.1883506,-141.7989691,-31.03186949,12.14,30.0
1117,2234,2023-04-02 14:48:00,2.45807715,26.93381169,4.593766374,-6.090540034,83.14580268,-139.820182,-31.03186949,12.14,30.0
1118,2236,2023-04-02 14:50:00,2.45807715,26.25506147,4.431694923,-5.882564083,83.36929283,-144.2895852,-27.04023909,12.14,30.0
1119,2238,2023-04-02 15:02:00,2.519227902,26.25506147,4.280649186,-8.099938472,87.02172067,-141.7989691,-38.33778726,12.14,30.25
1120,2240,2023-04-02 15:04:00,1.066958421,26.57674933,4.431694923,-8.41292362,87.12883077,-141.7989691,-31.03186949,12.14,30.25
1121,2242,2023-04-02 15:06:00,2.519227902,26.25506147,4.431694923,-8.099938472,85.1883506,-141.7989691,-31.03186949,12.14,30.25
1122,2244,2023-04-02 15:08:00,2.45807715,26.57674933,4.431694923,-10.59688323,87.12883077,-139.5932119,-31.03186949,12.14,30.25
1123,2246,2023-04-02 15:10:00,2.45807715,26.5949994,2.598764996,-11.38210063,89.12960666,-141.3462506,-31.03186949,12.14,30.25
1124,2248,2023-04-02 15:12:00,1.066958421,26.57674933,4.431694923,-10.20580206,89.16032296,-141.7989691,-27.04023909,12.14,30.0
1125,2250,2023-04-02 15:14:00,1.093529101,26.25506147,2.497840719,-8.099938472,89.16032296,-135.3875746,-38.33778726,12.14,30.0
1126,2252,2023-04-02 15:16:00,2.519227902,25.22220041,2.497840719,-8.099938472,89.19056836,-139.820182,-31.03186949,12.14,30.25
1127,2254,2023-04-02 15:18:00,2.519227902,25.61506664,2.409462335,-8.099938472,87.02172067,-137.5888674,-38.33778726,12.15,30.25
1128,2256,2023-04-02 15:20:00,2.519227902,26.25506147,4.431694923,-8.099938472,85.1883506,-135.5435424,-38.33778726,12.14,30.25
1129,2258,2023-04-02 15:22:00,2.519227902,25.60664938,2.327120906,-10.59688323,81.51679545,-141.7989691,-43.91679604,12.14,30.0
1130,2260,2023-04-02 15:24:00,4.025359697,25.92271035,2.409462335,-10.20580206,87.22315402,-137.5888674,-56.8967406,12.14,30.25
1131,2262,2023-04-02 15:26:00,3.927838223,26.26536901,4.431694923,-10.59688323,87.12883077,-141.3462506,-43.91679604,12.14,30.25
1132,2264,2023-04-02 15:28:00,2.519227902,26.57674933,4.431694923,-8.099938472,85.1883506,-137.4053757,-38.33778726,12.14,30.25
1133,2266,2023-04-02 15:30:00,2.519227902,26.57674933,4.593766374,-7.824870094,87.22315402,-137.5888674,-49.73115015,12.14,30.25
1134,2268,2023-04-02 15:32:00,2.519227902,26.93381169,2.409462335,-7.824870094,87.22315402,-139.5932119,-49.73115015,12.14,30.25
1135,2270,2023-04-02 15:34:00,2.519227902,26.93381169,2.409462335,-6.090540034,85.00942408,-137.5888674,-49.73115015,12.14,30.25
1136,2272,2023-04-02 15:36:00,2.519227902,26.93381169,0.271434561,-7.824870094,87.12883077,-139.5932119,-38.33778726,12.14,30.25
1137,2274,2023-04-02 15:38:00,2.519227902,26.93381169,0.271434561,-8.099938472,87.12883077,-137.5888674,-38.33778726,12.14,30.25
1138,2277,2023-04-02 15:42:00,4.025359697,26.57674933,2.497840719,-5.882564083,85.1883506,-135.5435424,-38.33778726,12.14,30.25
1139,2279,2023-04-02 15:44:00,4.025359697,26.57674933,4.431694923,-7.824870094,85.00942408,-137.4053757,-38.33778726,12.14,30.25
1140,2281,2023-04-02 15:46:00,4.025359697,26.57674933,4.593766374,-8.41292362,87.12883077,-135.3875746,-49.73115015,12.14,30.25
1141,2283,2023-04-02 15:48:00,5.442755522,25.92271035,4.593766374,-10.59688323,87.02172067,-135.3875746,-38.33778726,12.14,30.25
1142,2285,2023-04-02 15:50:00,4.025359697,27.26256763,2.497840719,-10.99444073,87.02172067,-133.3396934,-23.74043131,12.14,30.25
1143,2287,2023-04-02 15:52:00,2.519227902,26.25506147,2.598764996,-12.63141844,82.89222474,-137.4053757,-38.33778726,12.14,30.25
1144,2289,2023-04-02 15:54:00,4.025359697,27.26121084,2.598764996,-10.59688323,87.12883077,-137.4053757,-33.85892425,12.14,30.25
1145,2291,2023-04-02 15:56:00,2.587379435,26.57674933,2.497840719,-10.99444073,87.12883077,-137.5888674,-38.33778726,12.14,30.25
1146,2293,2023-04-02 15:58:00,2.587379435,26.92541603,2.598764996,-10.20580206,85.1883506,-135.3875746,-27.04023909,12.14,30.25
1147,2295,2023-04-02 16:00:00,1.123144088,26.93381169,2.497840719,-10.59688323,87.12883077,-135.3875746,-38.33778726,12.14,30.25
1148,2297,2023-04-02 16:02:00,2.587379435,27.56744152,2.497840719,-10.99444073,87.12883077,-137.4053757,-38.33778726,12.14,30.25
1149,2299,2023-04-02 16:04:00,4.134029071,26.57674933,2.497840719,-10.59688323,87.12883077,-137.4053757,-44.11331946,12.14,30.25
1150,2301,2023-04-02 16:06:00,4.025359697,26.25506147,2.497840719,-12.16951297,85.345967,-137.4053757,-44.11331946,12.14,30.25
1151,2303,2023-04-02 16:08:00,4.025359697,27.26121084,2.497840719,-10.59688323,85.1883506,-137.4053757,-44.11331946,12.14,30.25
1152,2305,2023-04-02 16:10:00,4.025359697,26.93381169,2.409462335,-10.99444073,85.345967,-137.2544513,-39.43851723,12.14,30.25
1153,2307,2023-04-02 16:12:00,4.025359697,26.93381169,2.497840719,-10.20580206,85.345967,-135.470977,-44.11331946,12.14,30.25
1154,2309,2023-04-02 16:14:00,4.025359697,26.93381169,2.497840719,-10.59688323,87.12883077,-137.4053757,-49.20521141,12.14,30.25
1155,2311,2023-04-02 16:16:00,4.025359697,26.93381169,2.409462335,-10.59688323,87.12883077,-135.3875746,-44.11331946,12.14,30.25
1156,2313,2023-04-02 16:18:00,4.025359697,27.26256763,2.497840719,-8.41292362,87.02172067,-135.3875746,-44.11331946,12.14,30.25
1157,2315,2023-04-02 16:20:00,1.093529101,27.90000445,2.409462335,-10.20580206,85.1883506,-137.4053757,-44.11331946,12.14,30.25
1158,2317,2023-04-02 16:22:00,1.093529101,27.56744152,2.497840719,-12.63141844,85.345967,-133.3396934,-44.11331946,12.14,30.5
1159,2319,2023-04-02 16:24:00,-0.351553546,27.90000445,2.598764996,-10.99444073,85.345967,-135.3875746,-44.11331946,12.14,30.25
1160,2321,2023-04-02 16:26:00,1.123144088,27.56744152,2.409462335,-13.63589412,85.00942408,-135.3875746,-44.11331946,12.14,30.25
1161,2323,2023-04-02 16:28:00,2.587379435,27.56744152,2.497840719,-10.99444073,87.02172067,-137.4053757,-44.11331946,12.14,30.25
1162,2325,2023-04-02 16:30:00,1.123144088,27.26121084,2.497840719,-8.099938472,81.23257745,-133.4511329,-38.33778726,12.14,30.25
1163,2327,2023-04-02 16:32:00,1.123144088,28.23045978,2.497840719,-10.59688323,87.12883077,-135.470977,-39.43851723,12.14,30.5
1164,2329,2023-04-02 16:34:00,1.123144088,27.56744152,2.497840719,-10.59688323,85.1883506,-135.470977,-44.11331946,12.14,30.25
1165,2331,2023-04-02 16:36:00,1.123144088,27.26121084,2.497840719,-10.59688323,85.1883506,-135.470977,-49.20521141,12.14,30.5
1166,2333,2023-04-02 16:38:00,1.152625125,28.96451571,2.497840719,-11.44879118,87.22315402,-135.470977,-44.51049248,12.14,30.25
1167,2335,2023-04-02 16:40:00,1.123144088,27.26121084,2.409462335,-12.63141844,87.12883077,-133.4511329,-44.11331946,12.14,30.25
1168,2337,2023-04-02 16:42:00,1.123144088,27.90000445,2.497840719,-12.63141844,87.12883077,-137.4053757,-44.11331946,12.14,30.25
1169,2339,2023-04-02 16:44:00,1.123144088,27.26121084,2.497840719,-7.824870094,87.12883077,-137.4053757,-49.20521141,12.14,30.5
1170,2341,2023-04-02 16:46:00,1.123144088,27.26121084,2.497840719,-10.20580206,87.12883077,-137.4053757,-44.11331946,12.14,30.25
1171,2343,2023-04-02 16:48:00,1.123144088,27.26121084,2.497840719,-10.20580206,85.1883506,-137.4053757,-44.11331946,12.14,30.5
1172,2345,2023-04-02 16:50:00,2.587379435,27.26121084,2.497840719,-12.63141844,87.12883077,-135.470977,-44.11331946,12.15,30.5
1173,2347,2023-04-02 16:52:00,2.655216813,27.26121084,2.497840719,-13.10047265,87.12883077,-135.470977,-44.11331946,12.14,30.5
1174,2349,2023-04-02 16:54:00,2.587379435,27.26121084,2.497840719,-12.63141844,85.345967,-135.470977,-44.11331946,12.14,30.25
1175,2351,2023-04-02 16:56:00,2.587379435,27.26121084,2.497840719,-12.63141844,85.1883506,-133.5539073,-44.11331946,12.14,30.25
1176,2353,2023-04-02 16:58:00,2.587379435,27.90000445,2.497840719,-12.63141844,85.1883506,-137.2544513,-49.20521141,12.14,30.5
1177,2355,2023-04-02 17:00:00,1.152625125,27.26121084,2.497840719,-10.59688323,85.1883506,-135.470977,-54.67092607,12.14,30.5
1178,2357,2023-04-02 17:02:00,1.123144088,27.26121084,2.497840719,-12.63141844,87.12883077,-135.470977,-54.67092607,12.14,30.5
1179,2359,2023-04-02 17:04:00,1.152625125,27.26121084,2.497840719,-12.63141844,87.12883077,-135.470977,-54.67092607,12.14,30.5
1180,2361,2023-04-02 17:06:00,1.152625125,27.26121084,2.497840719,-12.63141844,87.12883077,-133.4511329,-61.38694001,12.14,30.5
1181,2363,2023-04-02 17:10:00,-1.943641158,27.22319623,0.261819283,-11.38210063,89.19056836,-137.2544513,-61.38694001,12.14,30.5
1182,2365,2023-04-02 17:12:00,-1.999175217,27.88070756,-1.83214935,-12.16951297,89.16032296,-133.4511329,-54.67092607,12.14,30.5
1183,2367,2023-04-02 17:14:00,-1.999175217,28.84917277,-4.217422833,-14.75081715,84.8278088,-137.2544513,-49.20521141,12.14,30.5
1184,2369,2023-04-02 17:16:00,-3.542820011,26.93381169,-1.83214935,-15.29169846,89.19056836,-133.5539073,-58.44601627,12.14,30.5
1185,2371,2023-04-02 17:18:00,-3.542820011,27.56744152,-1.83214935,-14.2174889,89.16032296,-135.470977,-58.44601627,12.14,30.5
1186,2373,2023-04-02 17:20:00,-1.943641158,26.93381169,0.271434561,-12.16951297,89.19056836,-135.3390685,-58.44601627,12.14,30.5
1187,2375,2023-04-02 17:22:00,-0.351553546,26.25506147,0.271434561,-14.75081715,89.19056836,-133.6391892,-54.67092607,12.14,30.5
1188,2377,2023-04-02 17:24:00,-0.351553546,26.5949994,0.271434561,-17.320073,89.19056836,-133.6391892,-53.21420361,12.14,30.5
1189,2379,2023-04-02 17:26:00,-0.351553546,26.93381169,0.271434561,-17.320073,89.19056836,-133.6391892,-53.21420361,12.14,30.5
1190,2381,2023-04-02 17:28:00,-1.943641158,26.93381169,0.282416358,-16.715379,87.02172067,-133.6391892,-58.44601627,12.14,30.5
1191,2383,2023-04-02 17:30:00,-3.44456974,25.92225046,-1.906222655,-14.2174889,89.19056836,-133.6391892,-64.70333686,12.14,30.5
1192,2385,2023-04-02 17:32:00,-3.542820011,26.5949994,-4.217422833,-16.715379,89.19056836,-133.5539073,-67.50797671,12.14,30.5
1193,2387,2023-04-02 17:34:00,-5.171627599,26.25506147,-1.83214935,-16.715379,89.19056836,-131.5411068,-53.21420361,12.14,30.5
1194,2389,2023-04-02 17:36:00,-3.542820011,26.93381169,-1.83214935,-16.11831608,87.12883077,-135.3390685,-58.44601627,12.14,30.5
1195,2391,2023-04-02 17:38:00,-5.171627599,26.25506147,-4.217422833,-14.2174889,89.19056836,-133.5539073,-58.44601627,12.15,30.5
1196,2393,2023-04-02 17:40:00,-5.171627599,26.25506147,-4.217422833,-16.715379,89.19056836,-133.5539073,-58.44601627,12.14,30.5
1197,2395,2023-04-02 17:42:00,-5.171627599,26.25506147,-4.217422833,-16.715379,89.19056836,-131.8592044,-58.44601627,12.14,30.5
1198,2397,2023-04-02 17:44:00,-5.171627599,26.93381169,-4.384337555,-20.05949097,87.22315402,-133.5539073,-58.44601627,12.14,30.5
1199,2399,2023-04-02 17:46:00,-5.171627599,26.25506147,-4.217422833,-18.64031415,89.21719871,-133.5539073,-61.72028689,12.14,30.5
1200,2401,2023-04-02 17:48:00,-5.171627599,26.93381169,-4.217422833,-16.715379,89.19056836,-131.8592044,-67.50797671,12.15,30.5
1201,2403,2023-04-02 17:50:00,-6.886601638,26.93381169,-4.217422833,-16.715379,87.22315402,-131.8592044,-67.50797671,12.14,30.5
1202,2405,2023-04-02 17:52:00,-8.539998664,26.93381169,-4.217422833,-18.64031415,87.12883077,-133.6391892,-69.66209276,12.14,30.5
1203,2407,2023-04-02 17:54:00,-8.539998664,26.5949994,-6.639363359,-21.35467257,89.19056836,-133.8107594,-67.50797671,12.14,30.5
1204,2409,2023-04-02 17:56:00,-8.539998664,26.93381169,-4.217422833,-21.35467257,91.13978195,-128.2893956,-69.66209276,12.14,30.5
1205,2410,2023-04-02 17:58:00,-6.702334146,26.57674933,-4.053983101,-18.64031415,91.1823654,-131.8592044,-69.66209276,12.14,30.5
1206,2412,2023-04-02 18:00:00,-6.702334146,26.57674933,-4.217422833,-18.64031415,91.13978195,-132.0388623,-76.4685608,12.14,30.5
1207,2414,2023-04-02 18:02:00,-6.702334146,26.57674933,-4.217422833,-20.63194021,89.19056836,-132.0388623,-76.4685608,12.14,30.75
1208,2416,2023-04-02 18:04:00,-6.702334146,26.57674933,-4.217422833,-21.35467257,89.19056836,-133.8107594,-76.4685608,12.14,30.75
1209,2418,2023-04-02 18:06:00,-8.539998664,26.25506147,-6.387802919,-21.35467257,87.12883077,-132.0388623,-71.45303952,12.14,30.75
1210,2420,2023-04-02 18:08:00,-8.312630201,26.57674933,-8.873925523,-22.17435532,91.13978195,-132.0388623,-71.45303952,12.14,30.5
1211,2422,2023-04-02 18:10:00,-8.312630201,26.57674933,-6.387802919,-21.35467257,91.13978195,-132.0388623,-71.45303952,12.14,30.5
1212,2424,2023-04-02 18:12:00,-8.539998664,26.57674933,-6.387802919,-21.35467257,89.19056836,-132.2079818,-71.45303952,12.14,30.5
1213,2426,2023-04-02 18:14:00,-10.088542,26.57674933,-6.639363359,-23.23964103,91.13978195,-130.4460107,-71.45303952,12.14,30.5
1214,2428,2023-04-02 18:16:00,-9.821463553,26.57674933,-8.873925523,-23.23964103,91.13978195,-132.2079818,-71.45303952,12.14,30.5
1215,2430,2023-04-02 18:18:00,-10.088542,26.26536901,-8.873925523,-24.11507448,91.1823654,-130.4460107,-71.45303952,12.14,30.5
1216,2432,2023-04-02 18:20:00,-9.821463553,26.57674933,-6.639363359,-20.05949097,91.1823654,-132.2079818,-71.45303952,12.15,30.75
1217,2434,2023-04-02 18:22:00,-10.088542,25.92271035,-8.53993816,-20.63194021,91.1823654,-132.2079818,-71.45303952,12.14,30.75
1218,2436,2023-04-02 18:24:00,-9.821463553,26.57674933,-8.53993816,-20.63194021,93.32003989,-130.7798355,-77.66385614,12.14,30.75
1219,2438,2023-04-02 18:26:00,-9.821463553,25.92271035,-11.21051305,-21.35467257,91.1823654,-132.3508878,-77.66385614,12.15,30.75
1220,2440,2023-04-02 18:28:00,-10.088542,25.92271035,-8.873925523,-24.11507448,91.1823654,-132.2079818,-71.45303952,12.14,30.75
1221,2442,2023-04-02 18:30:00,-9.821463553,26.26536901,-11.21051305,-25.17901886,91.1823654,-130.4460107,-71.45303952,12.14,30.75
1222,2444,2023-04-02 18:32:00,-10.088542,26.57674933,-8.53993816,-24.11507448,93.44122213,-130.4460107,-73.04416798,12.14,30.75
1223,2446,2023-04-02 18:34:00,-11.71205936,26.57674933,-8.53993816,-24.11507448,93.32003989,-130.4460107,-77.66385614,12.14,30.75
1224,2448,2023-04-02 18:36:00,-10.088542,26.57674933,-10.79239796,-26.10768469,91.13978195,-130.7798355,-77.66385614,12.14,30.75
1225,2450,2023-04-02 18:38:00,-9.821463553,26.26536901,-8.53993816,-27.04504385,91.13978195,-130.7798355,-77.66385614,12.14,30.75
1226,2452,2023-04-02 18:40:00,-9.821463553,26.26536901,-10.79239796,-26.10768469,91.13978195,-130.7798355,-77.66385614,12.14,30.75
1227,2454,2023-04-02 18:42:00,-9.821463553,25.92271035,-13.38328889,-23.23964103,93.32003989,-130.7798355,-77.66385614,12.14,30.5
1228,2456,2023-04-02 18:44:00,-11.71205936,26.26536901,-10.79239796,-25.17901886,93.32003989,-130.7798355,-78.6161457,12.14,30.75
1229,2458,2023-04-02 18:46:00,-10.088542,26.26536901,-11.21051305,-26.10768469,91.1823654,-129.3526101,-78.6161457,12.14,30.75
1230,2459,2023-04-02 18:48:00,-11.71205936,26.26536901,-13.38328889,-28.90991524,91.1823654,-130.7798355,-83.30852917,12.14,30.75
1231,2461,2023-04-02 18:50:00,-11.71205936,26.26536901,-11.21051305,-30.01892277,91.13978195,-129.031303,-83.30852917,12.14,30.75
1232,2463,2023-04-02 18:52:00,-10.088542,26.26536901,-10.79239796,-28.90991524,91.1823654,-130.7798355,-83.30852917,12.14,30.75
1233,2465,2023-04-02 18:54:00,-9.821463553,25.22220041,-10.79239796,-28.90991524,93.32003989,-130.7798355,-78.6161457,12.14,30.75
1234,2467,2023-04-02 18:56:00,-11.71205936,25.22220041,-10.79239796,-26.10768469,93.32003989,-129.3526101,-83.30852917,12.14,30.75
1235,2469,2023-04-02 18:58:00,-11.71205936,25.55822336,-11.21051305,-26.10768469,93.32003989,-130.9122319,-83.30852917,12.14,30.75
1236,2471,2023-04-02 19:00:00,-11.71205936,25.55822336,-13.38328889,-26.10768469,91.13978195,-129.3526101,-83.30852917,12.14,30.75
1237,2473,2023-04-02 19:02:00,-11.71205936,25.20148379,-13.38328889,-27.9293264,91.13978195,-129.3526101,-78.6161457,12.14,30.75
1238,2475,2023-04-02 19:04:00,-12.03679806,25.88333113,-13.38328889,-27.9293264,93.20068824,-129.031303,-83.30852917,12.14,30.75
1239,2477,2023-04-02 19:06:00,-11.71205936,24.88260645,-13.38328889,-27.9293264,93.32003989,-129.031303,-83.30852917,12.14,30.5
1240,2479,2023-04-02 19:08:00,-11.71205936,25.88333113,-13.38328889,-27.9293264,93.32003989,-129.3526101,-78.6161457,12.14,30.75
1241,2481,2023-04-02 19:10:00,-10.088542,25.20148379,-13.38328889,-26.10768469,95.52444069,-129.3526101,-78.6161457,12.14,30.75
1242,2483,2023-04-02 19:12:00,-11.71205936,25.55822336,-13.38328889,-25.17901886,95.3305976,-127.6217785,-78.6161457,12.14,30.75
1243,2485,2023-04-02 19:14:00,-12.03679806,25.22220041,-15.64181182,-25.17901886,93.44122213,-130.7798355,-78.6161457,12.14,30.75
1244,2488,2023-04-02 19:18:00,-11.71205936,25.55822336,-13.38328889,-27.9293264,93.32003989,-129.3526101,-83.82299502,12.14,30.75
1245,2490,2023-04-02 19:20:00,-11.71205936,25.55822336,-13.38328889,-30.81396694,93.32003989,-128.0798127,-83.82299502,12.15,30.75
1246,2492,2023-04-02 19:22:00,-12.03679806,25.92271035,-12.88929663,-30.81396694,93.32003989,-128.0798127,-78.6161457,12.14,30.75
1247,2494,2023-04-02 19:24:00,-13.59192838,26.26536901,-12.88929663,-29.79338656,93.32003989,-129.3526101,-83.30852917,12.14,30.75
1248,2496,2023-04-02 19:26:00,-11.71205936,25.55822336,-13.38328889,-30.81396694,93.32003989,-127.6217785,-78.6161457,12.15,30.75
1249,2498,2023-04-02 19:28:00,-11.71205936,25.22220041,-16.29297087,-27.9293264,93.32003989,-129.3526101,-83.30852917,12.14,30.75
1250,2500,2023-04-02 19:30:00,-10.088542,25.55822336,-16.29297087,-30.81396694,91.1823654,-128.0798127,-83.30852917,12.14,30.75
1251,2502,2023-04-02 19:32:00,-10.088542,25.55822336,-16.29297087,-30.81396694,93.32003989,-129.3526101,-83.82299502,12.14,30.75
1252,2504,2023-04-02 19:34:00,-12.03679806,25.88333113,-15.64181182,-30.81396694,93.32003989,-128.0798127,-83.82299502,12.14,30.75
1253,2507,2023-04-02 19:38:00,-12.03679806,25.20148379,-16.29297087,-30.81396694,91.13978195,-128.0798127,-83.82299502,12.14,30.75
1254,2509,2023-04-02 19:40:00,-13.59192838,25.88333113,-18.45701717,-30.81396694,91.13978195,-128.0798127,-84.24138721,12.14,30.75
1255,2511,2023-04-02 19:42:00,-13.9991637,25.55822336,-18.45701717,-30.81396694,93.32003989,-128.0798127,-88.13065984,12.14,30.75
1256,2513,2023-04-02 19:44:00,-13.9991637,25.20148379,-15.64181182,-30.81396694,95.3305976,-129.3526101,-88.25649162,12.14,30.75
1257,2515,2023-04-02 19:46:00,-13.59192838,24.88260645,-18.45701717,-32.54558906,95.3305976,-128.0798127,-88.13065984,12.14,30.75
1258,2517,2023-04-02 19:48:00,-13.59192838,24.88260645,-19.19825669,-33.73096124,93.32003989,-128.0798127,-88.25649162,12.14,30.75
1259,2519,2023-04-02 19:50:00,-13.59192838,25.55822336,-21.50525929,-30.81396694,93.32003989,-128.0798127,-88.13065984,12.15,30.75
1260,2521,2023-04-02 19:52:00,-12.03679806,25.55822336,-18.45701717,-33.73096124,95.3305976,-128.0798127,-84.24138721,12.14,30.75
1261,2523,2023-04-02 19:54:00,-13.59192838,25.55822336,-21.50525929,-33.73096124,95.3305976,-129.6259285,-84.24138721,12.14,30.5
1262,2525,2023-04-02 19:56:00,-13.59192838,25.88333113,-21.50525929,-33.73096124,95.3305976,-128.3359789,-84.24138721,12.14,30.75
1263,2527,2023-04-02 19:58:00,-12.03679806,25.20148379,-18.45701717,-35.52441495,95.3305976,-128.3359789,-84.24138721,12.14,30.75
1264,2529,2023-04-02 20:00:00,-12.03679806,24.51191319,-18.45701717,-36.74269842,93.32003989,-128.3359789,-84.24138721,12.14,30.75
1265,2531,2023-04-02 20:02:00,-11.71205936,25.20148379,-21.50525929,-36.74269842,93.32003989,-128.3359789,-84.24138721,12.14,30.75
1266,2533,2023-04-02 20:04:00,-13.22811258,25.5280861,-18.45701717,-33.73096124,93.20068824,-128.3359789,-84.24138721,12.15,30.75
1267,2535,2023-04-02 20:06:00,-11.71205936,24.83196222,-17.73018059,-33.73096124,93.32003989,-128.3359789,-84.24138721,12.14,30.75
1268,2537,2023-04-02 20:08:00,-13.59192838,25.20148379,-15.64181182,-33.73096124,93.20068824,-128.3359789,-84.24138721,12.14,30.75
1269,2539,2023-04-02 20:10:00,-13.59192838,24.51191319,-18.45701717,-33.73096124,93.32003989,-126.8064831,-88.25649162,12.14,30.75
1270,2541,2023-04-02 20:12:00,-13.59192838,24.83196222,-17.73018059,-33.73096124,93.20068824,-126.8064831,-88.25649162,12.14,30.75
1271,2543,2023-04-02 20:14:00,-13.59192838,24.51191319,-21.50525929,-35.52441495,93.32003989,-126.8064831,-88.25649162,12.14,30.5
1272,2544,2023-04-02 20:16:00,-13.59192838,24.83196222,-21.50525929,-36.74269842,95.3305976,-128.3359789,-88.25649162,12.14,30.75
1273,2546,2023-04-02 20:18:00,-13.59192838,24.83196222,-21.50525929,-36.74269842,95.3305976,-128.3359789,-84.62691625,12.14,30.75
1274,2548,2023-04-02 20:20:00,-13.59192838,24.83196222,-20.69029992,-38.38627698,95.3305976,-128.3359789,-84.62691625,12.14,30.75
1275,2550,2023-04-02 20:22:00,-13.9991637,24.83196222,-18.45701717,-38.38627698,95.52444069,-127.1815707,-88.13065984,12.14,30.75
1276,2552,2023-04-02 20:24:00,-15.57585338,25.5280861,-18.45701717,-38.38627698,95.3305976,-127.1815707,-88.13065984,12.14,30.5
1277,2554,2023-04-02 20:26:00,-13.59192838,25.20148379,-20.69029992,-38.38627698,97.3280804,-127.1815707,-84.24138721,12.14,30.5
1278,2556,2023-04-02 20:28:00,-13.59192838,25.20148379,-18.45701717,-38.38627698,95.3305976,-127.1815707,-88.25649162,12.14,30.5
1279,2558,2023-04-02 20:30:00,-13.59192838,25.20148379,-17.73018059,-39.7756485,95.3305976,-128.3359789,-84.24138721,12.14,30.5
1280,2560,2023-04-02 20:32:00,-12.03679806,25.20148379,-18.45701717,-36.74269842,95.52444069,-128.3359789,-84.24138721,12.14,30.5
1281,2562,2023-04-02 20:34:00,-13.59192838,24.51191319,-18.45701717,-38.11295815,95.52444069,-128.3359789,-88.13065984,12.14,30.75
1282,2564,2023-04-02 20:36:00,-13.59192838,25.20148379,-20.69029992,-36.74269842,95.3305976,-126.8064831,-88.13065984,12.15,30.75
1283,2566,2023-04-02 20:38:00,-13.59192838,24.51191319,-20.69029992,-36.74269842,95.52444069,-126.8064831,-88.13065984,12.14,30.5
1284,2568,2023-04-02 20:40:00,-13.9991637,25.5280861,-20.69029992,-38.11295815,95.3305976,-128.3359789,-88.13065984,12.14,30.5
1285,2570,2023-04-02 20:42:00,-12.40054437,24.51191319,-21.50525929,-36.74269842,95.3305976,-128.3359789,-84.24138721,12.14,30.5
